"participant_id","consent_age","consent_read","consent_participation","treatment_ver","num_unique_pword","manage_pword","imagine_create_pword","how_create_strong_pword","why_this_pword_tre1","why_this_pword_tre2","why_this_pword_tre3","secure_pword_rating","mem_actions_taken","how_likely_remem_1week","how_likely_to_use","demo_gender","demo_age","demo_education","demo_background","store_write_down","reset_every_time","physical_note","save_as_file","save_in_browser","third_party_manager","system_provide_manager","none_of_the_above","other_value","email_accounts","bank_accounts","work_accounts","retail_website_accounts","social_media_accounts","none_of_the_above","other_value","tot_new_pword_cnt","start_attempt_cnt","start_new_pword_cnt","start_new_pword_cnt","start_tre2_word1_cnt","start_tre2_word2_cnt","start_tre2_word3_cnt","start_tre2_word4_cnt","start_tre2_word5_cnt","start_show_pword","mid_attempt_cnt","mid_new_pword_cnt","mid_tre2_word1_cnt","mid_tre2_word2_cnt","mid_tre2_word3_cnt","mid_tre2_word4_cnt","mid_tre2_word5_cnt","mid_show_pword","end_attempt_cnt","end_show_pword"
"106","1","1","1","treatment1","more than 10","LastPass","follow instructions for minimally detailed password","strung a few words together with numbers and special characters","alliteration",,,"About equally secure","repetition aloud","Somewhat unlikely","Somewhat unlikely","Man","45 - 54","Doctorate","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","0","0","1","0","0",NULL,"1","1","1","1","1","0",NULL,"3","1","3","3","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"107","1","1","1","treatment2","more than 10","I use a password manager, which basically means I have one incredibly long and complicated password that acts as a sort of master password which gives me access to my manager, and then any other passwords I have are stored within it and copied over as necessary.","I would use the same system I use for all my other passwords. It would be a string of letters, numbers, and special characters, which I would save within my password manager.","Random generation using a password manager.",,"Uh I didn't really stop on each word. I have memorized the string of all five words pretty easily.",,"About equally secure","I simply repeated it in my mind over and over again. Nodwetbelieftasksexual. Over and over again.","Somewhat unlikely","Very unlikely","Woman","18 - 24","Some high school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","0","0","1","0","0",NULL,"0","0","0","1","1","0",NULL,"1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"108","1","1","1","treatment2","more than 10","I have a simple password for accounts that aren't tied to money/bank account. I have different passwords for every account that uses money/bank account.","I would use a random assortment of words, capitalize certain letters (not necessarily the first letter of a word), use 2-3 numbers and at least one special character if allowed.","I took a look around noticed a couple of things to choose for my words, chose which letters to capitalize, picked a random number and added a character somewhere in the sequence.",,"I just went with the first suggested words. I figured it was easy enough to recall so no need to switch.",,"Somewhat less secure","I repeated it over and over to myself.","Somewhat unlikely","Neutral","Woman","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","1","0","1","0","0","0",NULL,"0","0","0","0","0","1",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"109","1","1","1","treatment3","4-6","i have them written down in a notebook","something related to my work that is impossible to forget","it was just something that occurred to me and is relevant to me",,,"it's very easy to remember","Somewhat less secure","as easy as possible","Very likely","Somewhat likely","Man","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","0","0","0","0","0",NULL,"0","0","1","0","0","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0"
"111","1","1","1","treatment3","4-6","I have a different password for my school things, bank/money related, and then general passwords","I would create a new password that I would use only for work things and make it personally so people can not guess it","Expeditoneverest25

this is my favorite ride at animal kingdom in disney world and 25 is the year I will graduate ",,,"I had to keep changing some words from my original cause the program told me to do so ","Much more secure","I just repeated it to myself over and over ","Somewhat unlikely","Somewhat likely","Woman","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","0","1","0","1","0",NULL,"0","1","0","0","0","0",NULL,"1","4","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"112","1","1","1","treatment1","1","I memorize the one password I use.","I would take my current usual password, and scramble the letters, then I would write it down on a piece of paper and keep it in my wallet.","I took my birth place and year I was born, and put them together.","It seemed easier to remember.",,,"Somewhat more secure","I repeated the password outloud to myself.","Somewhat unlikely","Somewhat likely","Man","25 - 34","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"1","1","1","1","1","0",NULL,"4","1","4","4","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"113","1","1","1","treatment1","more than 10","I use a password manager that generates strong passwords for me and stores them as well ","I would use a generator","I used a generator","It seemed easiest to remember as I could think of a little story to go with it",,,"Somewhat less secure","I told myself a story using the words","Somewhat unlikely","Very unlikely","Woman","45 - 54","High school","I have an education in, or work in, the field of computer science, computer engineering or IT.","0","0","0","0","0","1","0","0",NULL,"0","0","0","0","0","1",NULL,"6","1","6","6","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"114","1","1","1","treatment1","4-6"," When i'm made to make a new password, i move onto the next in my list.","Something new just for there","I just made it up and kept with it.","Had short words",,,"Much more secure","Made up a story for it.","Somewhat unlikely","Very unlikely","Non-binary","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","1","1","0","0","0",NULL,"1","1","1","1","1","0",NULL,"8","1","8","8","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"115","1","1","1","treatment3","4-6","Most of my passwords are automatically saved on Google, so they autofill when signing in to different accounts.","I would most likely use one of my four common passwords.","I created my strongest password by using my dog's nickname with symbols that replace certain letters.",,,"I thought of a phrase that I like and used that.","Somewhat less secure","I just remembered the phrase since it's pretty common.","Very likely","Neutral","Woman","25 - 34","Trade, technical, or vocational training","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","1","0","0","0",NULL,"0","0","0","1","0","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"116","1","1","1","treatment3","2-3","i used the same password for most of my account because i can rember them more easy","i would probally put one of my usual password to make a account ","the computer generated it for me ",,,"most likely how i feel all day long ","Somewhat more secure","i try to use the same password for most of my account","Somewhat unlikely","Very unlikely","Man","25 - 34","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","0","1","0","0","0",NULL,"0","1","0","1","1","0",NULL,"1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"117","1","1","1","treatment3","4-6","It wouldn't let me select any of the words I wanted to use.","I would make up a random password and then write to down/","I took old passwords and added numbers to them over time when I would have to make a new password.",,,"I just thought of random words.","Much more secure","If you repeat something a certain amount of times you will remember it forever.","Somewhat unlikely","Somewhat likely","Man","25 - 34","Some college","Prefer not to disclose","0","0","1","0","0","0","0","0",NULL,"0","0","0","1","0","0",NULL,"1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"118","1","1","1","treatment3","2-3","I have a diary where I jot down details of all my online accounts, hat way I can easily assess them even if I forget the login details.","I'd create a password for this account by combining letters, numbers and symbols, that way the password would be very strong.","The strongest password I've had is actually my most used password. Its the combination of the nickname of my favorite sport's celebrity and my birth year, I use them in different sequences but the letters and numbers are constant.",,,"I had to follow the instructions carefully before arriving at that password, there were some laid down rules on words not allowed.","Much more secure","There were no special methods used in memorizing, all I did was commit the password to memory.","Very likely","Somewhat likely","Man","35 - 44","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","0","1","0","0","0",NULL,"1","1","0","1","0","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"119","1","1","1","treatment1","2-3","I use my browser to save them.","I would make the accounts password have a capital letter, randomly placed numbers, multiple symbols, and be at least 15 characters long.","It was randomly generated by my browser.","It felt easy to remember.",,,"About equally secure","I said it in my head multiple times until I could remember it.","Neutral","Somewhat unlikely","Man","25 - 34","Associate's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","0","1","0","0","0",NULL,"1","1","1","1","1","0",NULL,"2","1","2","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1"
"120","1","1","1","treatment1","more than 10","google passwords and bitwarden","suggested password by password manager","password manager","tried to pick one I could remember",,,"Somewhat less secure","tried to make a sentence out of it.","Very unlikely","Very unlikely","Man","45 - 54","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","0","1","1","0","0",NULL,"0","0","0","0","0","1",NULL,"39","1","39","39","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"121","1","1","1","treatment1","4-6","My passwords are generally similar but slight changes depending on the website's requirements for passwords. ","I would most likely keep the same password with a slight change in the numbers or special characters.","I created this password by thinking about a loved one and by utilizing some of my favorite characters and numbers. ","I am familiar with the words and it is easier for me to recall. ",,,"Much more secure","The words were simple and most of them were one syllable. ","Very unlikely","Very unlikely","Woman","18 - 24","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","1","0","0","0",NULL,"0","0","0","0","0","1",NULL,"13","1","8","8","0","0","0","0","0","1","1","5","0","0","0","0","0","1","1","1"
"122","1","1","1","treatment1","4-6","i use different passwords on all my online accounts and i try to memorize them and also  write them down somewhere safe","i would create a unique password. One that cannot be linked to me nor the organization and one that cannot be easily guessed by a third party","i created the password out of a word and symbol that came to me on impulse","it appears unique, secure and difficult to guess by an outsider",,,"Much more secure","i try to memorize the first letters of each of the alphabets and how they appeared. ","Somewhat likely","Somewhat likely","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","1","1","0","0","0",NULL,"1","1","1","0","1","0",NULL,"4","1","4","4","0","0","0","0","0","1","2","0","0","0","0","0","0","0","1","0"
"123","1","1","1","treatment3","2-3","I switch numbers and symbols around. ","I would make it very random and not specific to me.","Pure luck, to be honest. It's a compilation of random things in my life. ",,,"It was very random. First thing that came to mind. ","Somewhat less secure","I repeated it in my head several times. ","Somewhat likely","Somewhat unlikely","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","1","1","0","0","0","0",NULL,"1","0","0","0","1","0",NULL,"1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"124","1","1","1","treatment3","4-6","I try not to always use the same ones.","I might use an old password but tweak it a bit.","I used a format of what i was taught in middle school of numbers, capitals, and symbols.",,,"I was looking at my cat who is asleep next to. me","Somewhat more secure","Wrote it down.","Somewhat likely","Very unlikely","Woman","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","0","1","0","0","0",NULL,"0","0","0","0","0","1",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"125","1","1","1","treatment3","4-6","I use different passwords based on the importance of the account. ","think of something very obscure that I know, and then tweak it in a weird way.  ","It's a combination of an old familiar nickname and numbers in a randomized order. ",,,"it's something weird, but that I will remember. ","Somewhat less secure","Repeat it over and over in my head","Very likely","Somewhat likely","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","1","1","0","1","0",NULL,"1","0","1","0","1","0",NULL,"1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"126","1","1","1","treatment3","2-3","I use a more complex version of the same password for the importance of the account. ","I would use the same password I use for my personal accounts","I created it by using an array of letters, numbers, and symbols ",,,"I tried to choose short words that still met the requirements. ","Much more secure","I wanted a password that was easy to remember and met the requirements. ","Somewhat likely","Very unlikely","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"1","1","0","0","1","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"128","1","1","1","treatment1","2-3","saved or in my memory","Use a variation of one i have ","quote from my favorite movie ","liked the way the words flowed",,,"Somewhat more secure","repeated over, wrote it down","Somewhat unlikely","Very unlikely","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","1","0","1","0","1","0",NULL,"0","1","1","0","1","0",NULL,"5","1","5","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0"
"129","1","1","1","treatment3","1","i save my password in the browser","i will create the password in respect to the previous ones i have ","it was created with something i love most",,,"i chose those words because it shows an example of strong and safe password","Much more secure","the example of the password ","Somewhat likely","Somewhat unlikely","Man","35 - 44","Master's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","0","0","1","0","1","0","0","0",NULL,"0","0","0","0","1","0",NULL,"2","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1"
"130","1","1","1","treatment3","2-3","I use a variation of the same word and numbers for most of my personal accounts. I change my work password every couple of months so that one is more random. "," I would make it much stronger than passwords I use for my personal accounts ","A mix of numbers, symbols that represent  letters, and letters. ",,,"I work in travel so using directions was something chronological and made sense for me remembering. ","Much more secure","individual directions equal the last word, which was the overall map ","Somewhat likely","Somewhat likely","Woman","25 - 34","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","1","0","1","0",NULL,"1","1","1","1","1","0",NULL,"1","1","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","1"
"131","1","1","1","treatment3","2-3","same most of the times","i will look for a strong password","mixture of different words",,,"because is secure and strong ","Much more secure","nature","Very likely","Very likely","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"1","1","1","0","0","0",NULL,"2","1","1","1","0","0","0","0","0","1","6","1","0","0","0","0","0","1","1","1"
"132","1","1","1","treatment3","4-6","Most passwords are used to get into my devices. They are stored in a locked encrypted file.","I would use a combination of symbols and letters.","6fivembj95! I created it with things i can remember.",,,"They have importance to me and no one else.","Somewhat less secure","I think about what it means to me.","Very likely","Very unlikely","Woman","45 - 54","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","1","1","0","1","0",NULL,"0","0","0","0","1","0",NULL,"1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1"
"133","1","1","1","treatment3","4-6","I memorize them in my head and write them down in a small notebook.","I would try to keep it simple but also include special characters such as !@#123 to keep it harder to guess.","I came up with my password as a kid and it was so obscure that I kept it as my main go-to password when I need something more secure.",,,"I wanted to pick something that was simplistic because I didn't want to make it too unique to me.","Somewhat less secure","I thought of the rainbow and thought it would be a cool password idea.","Somewhat likely","Very unlikely","Man","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"1","0","0","1","0","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"134","1","1","1","treatment3","2-3","I usually use any depending on the number of letters required","I would use an existing password ","It's an alphanumeric password",,,"None,I was following the example given","Much more secure","Following the example outlined helped","Somewhat likely","Neutral","Woman","25 - 34","Master's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","1","0","1","0","1","0","0","0",NULL,"0","1","0","0","1","0",NULL,"1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1"
"136","1","1","1","treatment1","4-6","i use a spreadsheet where a short hand code to label which passwords go with which accounts. I also use face ID for my phone apps","I would use the most complicated version of my password","i used digits from previous id numbers along with my initials and random numbers","the words seemed simple to remember rhythmically",,,"Somewhat more secure","repetition, singing the password","Somewhat unlikely","Somewhat likely","Woman","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","1","1","0","0","0",NULL,"0","0","1","1","1","0",NULL,"5","1","5","5","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"137","1","1","1","treatment3","4-6","Memory","Something I can remember.","Random words.",,,"Random, no meaning to me.","Somewhat less secure","Not sure of my method or methods. I just try to remember them as well as possible.","Somewhat likely","Very unlikely","Woman","35 - 44","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"0","0","0","1","0","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","5","1"
"138","1","1","1","treatment1","4-6","I use the same password for my social accounts (Instagram, Facebook, etc), and a different password for accounts associated with my billing information (Bank account, internet provider, etc).","I have a password I typically use for any work accounts and so I would use the same one I have used in the past. ","I thought of something I could easily remember that was fairly long (greater than 10 characters) and has numbers that are meaningful to me. ","All the words were short, four of the five had an 'i' and two of the five had 'ai' in the word. All of these characteristics make the password easier to remember. They also made a somewhat coherent sentence which makes remembering it easier. ",,,"About equally secure","As I said previously, the five words make a somewhat coherent sentence so I just think of that sentence when trying to memorize. I also said the password over and over several times. ","Somewhat likely","Neutral","Woman","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","1","1","0","0","0",NULL,"1","0","1","0","0","0",NULL,"13","1","13","13","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0"
"141","1","1","1","treatment1","more than 10","I use LastPass and my browsers password save features. I typically have a 12+ character passcode.","minimum of 8 characters. A cap, number, and symbol included.","The strongest one are the ones randomly created by LastPass or Firefox","It started with ""affair.letter"" and it seemed spicy so I just remembered the other 3",,,"About equally secure","Well it started with affair.letter so I just remembered the other 3 words that seemed more random. But they were quite easy to remember. ","Neutral","Somewhat likely","Man","45 - 54","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","0","0","0","0","1","1","1","0",NULL,"1","1","1","1","1","0",NULL,"2","1","2","2","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"142","1","1","1","treatment1","more than 10","I used the same password on all my online accounts. And it is managed and helpful for me","I will feel excited and glad to create the same password as I am using and I wll feel good ","By using symbols , letters and numerals for creating it so that , the password will be strong.","Because , this generated password I have created is a strong password and I can easily memorized it for all my online accounts",,,"Much more secure","By making the password sounds easily and familier to me. And also by saving it on a web browser.","Very likely","Very likely","Woman","25 - 34","High school","I have an education in, or work in, the field of computer science, computer engineering or IT.","1","0","0","0","1","0","0","0",NULL,"0","1","0","1","1","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"143","1","1","1","treatment3","more than 10","I have then written down on paper.","I would probably make something in the password related to the company and write it down.","I just chose a bunch of my favorite words and put them together.",,,"I just had a homework assignment that I hated that had to do with coding.","About equally secure","Think of it kind of like a badly spoken sentence.","Neutral","Somewhat unlikely","Woman","18 - 24","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT.","0","1","1","0","0","0","0","0",NULL,"0","0","1","1","1","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"144","1","1","1","treatment1","4-6","i remember the four or five I have.","a random item around the room.","From a pamphlet on my desk","seemed the easiest to remember",,,"About equally secure","just remember it.","Very unlikely","Very unlikely","Man","45 - 54","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"0","0","0","0","0","1",NULL,"35","6","27","27","0","0","0","0","0","0","1","8","0","0","0","0","0","1","1","1"
"145","1","1","1","treatment3","4-6","Memorization or chrome password manager","I look at what requirements they have and then try to pick 2 words that I will remember, alongside 1-2 numbers. I can't remember random letter sets.","I created this password mostly because the account required that the password have a capital letter, a special character (such as punctuation), and a number.",,,"I chose words that are closely relevant to things on my mind these days. I've been listening a lot to the third album that a band I like put out, so I pulled from that.","About equally secure","I repeated it to myself several times.","Neutral","Neutral","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","1","0","0","0",NULL,"1","0","1","0","0","0",NULL,"1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"148","1","1","1","treatment3","more than 10","Prefer not to say because they are private.","I would use a varity of symbols, letters and other keys","Im not sure",,,"I picked words at random","Somewhat more secure","I had to write this one down","Very unlikely","Neutral","Woman","35 - 44","Associate's Degree","Prefer not to disclose","1","0","0","0","0","0","0","0",NULL,"0","0","0","0","0","1",NULL,"3","1","1","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0"
"149","1","1","1","treatment3","2-3","I write them down in my notes or autosave them on my computer.","I would look to suggested passwords online.","I created this password using random things near me and google suggestions.",,,"THey were the things near me.","Somewhat less secure","I would say it over and over or right again.","Very unlikely","Very unlikely","Woman","18 - 24","Master's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","0","0","0","1","0","0","0","0",NULL,"0","0","0","0","1","0",NULL,"2","6","2","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","0"
"150","1","1","1","treatment1","2-3","I try to make a lot the same 3 passwords but I try to keep track of them in my notes on my phone. ","I would make it a professional sounding password but keep the usual topics I use to make passwords.","I made this password using my dogs name and a variation of numbers that mean something to me.","It was the first one to come up and the words were short as well as easy to remember.",,,"Much more secure","I just repeated it in my head until it stuck.","Somewhat likely","Neutral","Woman","18 - 24","Associate's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","1","1","0","1","0","1","0",NULL,"0","1","1","0","0","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"151","1","1","1","treatment2","2-3","Similar passwords are used for similar accounts. And usually, it's the same base with some number/symbol modifications.","I would make one based on the company's name plus some symbols.","I was a made up word I was fond of when I was younger.",,"I had mixed up the order of the words.",,"Somewhat more secure","It's set to a rhythm in a head, like a made up tune.","Somewhat unlikely","Somewhat unlikely","Woman","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","1","0","1","0","0","0",NULL,"0","0","0","0","0","1",NULL,"1","1","1","1","0","4","4","0","7","1","3","0","0","0","0","0","0","1","1","1"
"153","1","1","1","treatment2","2-3","I use the same words with just some slide difference in the numbers attach to the password ","Start with a capital letter and then finish it up with some digits for easy remembrance ","My first and last name plus my year of birth ",,"It is easy to remember any time ",,"Somewhat less secure","Words with effective meaning and easy recognition ","Very likely","Very likely","Man","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","1","0","0","0","0",NULL,"1","0","0","0","1","0",NULL,"1","2","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"154","1","1","1","treatment2","2-3","I make them based off people in my life or my pets. Or I look around me or listen around me and take words or characters to make my passwords. ","I would make the password based off a word used in the company motto or what my position is. ","I create my passwords with words that I wouldn't normally use by taking words around me in the immediate closeness and then add an exclamation mark or question marks. I also replace letters with numbers, such as 1 for l or i; 0 for o; 3 for e, and 6 for g ",,"I was trying to find a theme and an odd word out so it would be memorable ",,"Much more secure","I found a theme with some odd words out so that I would be able to remember them ","Very unlikely","Somewhat likely","Woman","18 - 24","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT.","1","0","1","0","1","0","0","0",NULL,"1","0","1","1","0","0",NULL,"1","1","1","1","5","9","2","3","4","1","1","0","0","0","0","0","0","1","1","1"
"155","1","1","1","treatment1","2-3","I try to use same to similar passwords.","I will surely not use the company name since it will an easy guess. Selected keywords from what we do would actually work for me","Okay, so the password i mostly use is one that is not even a real word. It's a mix of my two names spelt backwards.","The words were shorter and better to remember.",,,"About equally secure","Just repeated them several times","Somewhat unlikely","Very unlikely","Man","18 - 24","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT.","0","0","0","0","1","0","0","0",NULL,"0","0","0","0","0","1",NULL,"25","2","25","25","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"156","1","1","1","treatment2","2-3","My passwords are similar words with symbols and in some cases additional numbers to make it unique.","A special unique password with words, numbers and symbols. This would ensure a more secure password not easily guessed.","It was an unusual long password with combinations of words and numbers.",,"The words are easy to remember, easy but secure words are good for password.",,"About equally secure","The words are self memorable, it was easy for me to remember them even without giving it much thought.","Very likely","Very unlikely","Woman","25 - 34","Master's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"0","0","0","0","0","1",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"157","1","1","1","treatment2","1","I make use of my passwords by storing them where I wont forget.","I'll create the password through words related to the organization.","I created my strongest password by combination of names and numbers.",,"I use this word sequence based on the meaningful context in which it sounds.",,"Somewhat more secure","I memorize the five-word password based on how meaningful it sounds.","Very likely","Somewhat unlikely","Man","35 - 44","Doctorate","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","0","0","0","0","0",NULL,"1","0","1","1","1","0",NULL,"1","1","1","1","6","9","3","1","6","1","1","0","0","0","0","0","0","1","2","1"
"160","1","1","1","treatment2","7-10","i save my passwords in devices i use,  i save passwords in browsers  and also save passwords with google password manager ","i will create password with number, upper and lowercase letters","i used letters and numbers ",,"easy to recall ",,"Much more secure","memorizing the words ","Very likely","Somewhat likely","Man","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","1","1","0","1","0",NULL,"1","1","0","0","0","0",NULL,"1","1","1","1","19","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"161","1","1","1","treatment2","more than 10","I use different combinations of the same password, either adding numbers, capitals, or special characters","something simple that is easy for me to remember","I picked the first object that was close to me and added my dogs birthday at the end",,"easiest to remember and retype",,"Much more secure","said it to myself multiple times","Somewhat unlikely","Somewhat likely","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","0","0","0","1","0",NULL,"1","1","1","1","1","0",NULL,"1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"162","1","1","1","treatment2","2-3","I have one password for all my streaming services; one for all my banking/finance; one for personal email; one for work email and work accounts","I'd think of a new work-related password-- something to do with my office or company name","I picked a series of random letters and numbers",,"I wanted to make sure I'd spelled everything correctly",,"About equally secure","I repeated it out loud several times","Somewhat likely","Neutral","Woman","25 - 34","Doctorate","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","1","0","0","0","0",NULL,"1","0","1","1","0","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"163","1","1","1","treatment3","2-3","Memory","I would randomly generate a unique password and write it down in multiple places","Used an object and added numbers and characters to the end of it",,,"They were objects nearby me","About equally secure","Repeated it in my head many times","Somewhat likely","Very unlikely","Man","18 - 24","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","0","0","0","0","1",NULL,"1","0","0","0","1","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"165","1","1","1","treatment1","2-3","They are all basically the same","Use a familiar one","Using the same basic idea with additional numbers and symbols","it had 3 and 4 letter easy words",,,"Much more secure","broke down into phrases","Very unlikely","Very unlikely","Woman","45 - 54","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","1","0","0","0","1","0","0","0",NULL,"1","1","1","1","1","0",NULL,"22","1","22","22","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
